"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"94752",6,5,4,5,4,10,2,5,11,5
"94753",1,2,0,1,6,0,1,4,2,7
"94754",5,6,4,8,6,8,3,4,11,8
"94755",1,2,1,3,3,2,2,1,3,4
"94756",3,2,1,3,4,3,2,4,4,6
"94757",1,1,0,1,2,0,0,2,1,3
"94758",5,1,3,6,1,4,1,1,8,2
"94759",3,2,3,3,2,3,1,1,4,4
"94760",3,0,1,6,1,4,0,1,7,2
"94761",5,4,5,4,4,2,3,5,7,9
"94762",3,2,0,5,4,4,1,4,8,7
"94763",2,2,2,2,2,3,2,3,5,3
"94764",1,1,1,3,4,3,0,4,4,5
"94765",0,3,0,3,2,3,0,1,3,3
"94766",0,1,0,2,0,0,0,0,1,2
"94767",0,0,2,1,1,1,0,0,2,2
"94768",1,0,0,2,0,2,0,1,5,3
"94769",1,1,0,1,2,0,0,2,1,3
"94770",0,1,0,1,2,0,1,2,0,2
"94771",0,4,1,2,2,3,1,2,4,4
"94772",1,1,2,3,2,1,0,2,2,3
"94773",2,4,3,2,5,3,2,5,4,6
"94774",1,2,1,1,1,1,3,1,1,2
"94775",2,2,1,5,4,4,1,4,5,6
"94776",5,5,4,4,2,8,4,2,9,3
"94777",2,0,1,4,1,4,0,1,7,7
"94778",4,6,3,5,3,3,3,4,5,9
"94779",4,4,3,7,3,3,5,5,7,5
"94780",2,0,2,1,3,3,1,2,6,5
"94781",1,1,0,1,4,1,1,1,3,4
"94782",1,0,1,2,1,2,0,0,2,2
"94783",1,2,2,0,3,0,2,3,2,5
"94784",1,4,2,3,2,3,4,3,9,3
"94785",0,0,0,2,1,2,0,1,3,4
"94786",0,1,0,1,0,1,0,0,1,0
"94787",2,0,1,2,1,2,0,1,2,1
"94788",0,1,1,0,1,1,0,0,3,2
"94789",2,3,2,1,1,1,1,6,4,5
"94790",3,4,2,4,6,4,5,5,5,8
"94791",4,4,2,4,1,5,2,3,6,4
"94792",3,2,2,3,2,2,1,1,4,3
"94793",2,2,1,1,3,2,0,2,6,3
"94794",2,4,1,2,4,0,1,5,4,5
"94795",4,6,1,3,7,4,5,5,6,11
"94796",3,2,3,1,5,3,1,4,6,6
"94797",4,4,3,5,5,5,1,3,7,6
"94798",0,0,0,0,1,2,2,0,3,2
"94799",1,0,0,2,0,1,0,1,2,2
"94800",2,4,3,5,4,1,1,4,6,7
"94801",1,2,1,5,1,3,1,1,6,2
"94802",2,3,0,6,4,1,1,3,4,6
"94803",2,2,2,2,3,2,1,5,2,3
"94804",4,3,4,3,4,3,2,3,6,6
"94805",1,0,1,2,0,2,0,0,2,0
"94806",3,1,2,6,2,7,1,3,8,4
"94807",0,1,0,0,1,0,1,1,1,2
"94808",0,1,1,0,1,0,0,1,1,1
"94809",2,1,1,1,1,2,1,0,3,1
"94810",0,1,0,0,3,0,1,1,0,3
"94811",2,0,2,3,0,4,2,1,4,2
"94812",3,1,1,4,2,3,2,1,4,3
"94813",3,0,3,3,1,2,2,3,5,3
"94814",1,4,1,2,4,2,3,2,3,5
"94815",2,2,3,2,2,3,0,2,7,5
"94816",1,2,1,1,2,2,2,4,2,2
"94817",1,1,1,2,2,3,0,3,4,3
"94818",1,2,0,4,3,3,1,2,5,5
"94819",2,2,2,3,4,3,3,4,5,7
"94820",2,3,1,5,2,6,3,3,8,4
"94821",1,6,3,2,8,2,4,6,6,10
"94822",0,1,0,2,0,2,1,1,3,1
"94823",3,3,2,5,2,2,1,3,3,5
"94824",2,0,2,2,0,2,1,0,3,0
"94825",1,0,1,2,1,2,0,0,2,2
"94826",5,4,1,6,5,7,5,1,12,8
"94827",1,4,1,1,5,3,3,4,3,7
"94828",2,3,1,3,3,4,3,2,4,5
"94829",1,1,1,0,1,2,0,0,2,1
"94830",3,2,3,4,3,4,3,2,5,7
"94831",1,3,0,0,2,3,1,1,6,2
"94832",1,3,1,2,1,2,3,1,2,2
"94833",3,5,4,1,5,3,1,2,6,7
"94834",2,7,1,3,8,6,5,6,6,13
"94835",4,5,2,4,5,6,5,4,6,7
"94836",1,1,1,2,3,1,0,1,2,4
"94837",3,2,2,3,2,4,1,3,5,4
"94838",1,2,1,3,4,1,3,3,1,4
"94839",2,3,2,2,4,4,1,1,4,4
"94840",5,3,4,6,7,7,4,4,8,8
"94841",3,3,3,3,2,5,3,1,8,2
"94842",0,1,0,0,2,1,1,1,3,2
"94843",4,1,2,2,3,3,1,1,6,3
"94844",1,2,1,2,3,1,1,2,1,3
"94845",0,0,1,0,1,0,0,0,1,1
"94846",1,0,1,0,1,1,0,0,1,1
"94847",0,1,0,0,2,1,1,0,1,4
"94848",3,3,3,3,3,5,4,2,8,3
"94849",8,2,5,7,4,6,4,1,10,4
"94850",4,6,3,6,7,7,2,7,8,9
"94851",3,2,3,4,4,6,2,3,4,5
"94852",5,4,2,7,6,6,1,7,8,16
"94853",13,3,3,8,3,7,3,6,14,13
"94854",3,3,5,2,7,4,2,6,7,11
"94855",2,0,2,2,1,2,1,2,2,5
"94856",0,4,1,0,3,0,1,2,1,3
"94857",8,3,5,7,4,6,4,1,10,4
"94858",1,5,0,1,5,3,2,5,4,6
"94859",0,0,0,0,4,2,2,1,2,4
"94860",2,4,3,3,4,4,1,4,6,6
"94861",0,2,0,0,2,0,1,0,0,2
"94862",0,2,0,0,2,0,1,0,0,2
"94863",0,1,0,0,2,0,1,1,0,2
"94864",1,1,1,2,3,1,1,2,1,4
"94865",1,1,0,0,2,2,1,3,3,6
"94866",1,2,1,1,3,0,2,2,0,5
"94867",3,1,2,5,0,2,1,0,7,0
"94868",1,0,1,1,2,2,3,3,3,4
"94869",1,0,1,1,2,2,3,3,3,4
"94870",0,2,0,3,4,4,3,4,4,7
"94871",2,3,3,2,3,3,0,1,8,4
"94872",0,4,0,1,5,1,1,3,2,6
"94873",1,3,1,3,2,1,1,2,1,2
"94874",1,2,1,2,3,2,2,2,2,6
"94875",2,1,1,2,1,2,1,3,2,2
"94876",0,1,0,0,1,0,0,0,0,2
"94877",2,0,0,2,0,0,1,0,4,2
"94878",2,1,0,4,1,2,1,1,3,5
"94879",0,1,0,0,1,0,0,0,0,2
"94880",0,0,1,0,1,2,1,1,2,3
"94881",1,1,1,2,1,1,1,1,3,1
"94882",1,1,1,2,1,1,1,1,3,1
"94883",0,1,0,1,1,0,0,1,1,1
"94884",0,0,0,0,0,0,0,1,1,3
"94885",0,2,0,1,3,0,3,3,0,4
"94886",1,3,4,4,4,4,4,7,7,7
"94887",5,7,7,3,9,9,5,7,18,14
"94888",4,2,1,3,2,6,4,1,9,6
"94889",0,1,0,0,1,2,1,1,3,2
"94890",7,3,3,4,3,4,1,3,13,6
"94891",1,4,2,1,5,2,4,4,5,9
"94892",2,1,1,2,3,4,0,3,9,4
"94893",6,2,4,5,4,5,3,5,7,7
"94894",3,2,3,3,3,3,0,4,8,7
"94895",3,5,2,3,9,7,6,6,5,12
"94896",3,5,2,5,6,5,8,7,4,7
"94897",2,1,0,2,1,2,2,1,3,5
"94898",5,5,4,5,6,7,5,4,8,9
"94899",0,3,0,2,5,1,1,3,0,6
"94900",2,1,1,0,0,1,0,1,5,1
"94901",0,5,0,5,6,2,5,4,6,11
"94902",2,5,1,4,7,1,4,1,4,9
"94903",2,9,1,6,7,3,4,7,5,9
"94904",1,2,0,2,0,1,0,1,3,0
"94905",2,5,1,4,3,2,0,5,5,6
"94906",7,7,3,6,8,7,4,6,11,9
"94907",0,1,0,0,2,0,1,2,0,4
"94908",2,0,0,4,0,1,2,2,3,3
"94909",4,3,4,6,4,6,2,3,7,5
"94910",1,3,1,2,3,1,1,3,2,4
"94911",2,2,1,4,4,7,3,3,10,5
"94912",1,4,2,2,5,2,4,3,6,5
"94913",1,7,1,1,7,1,3,6,2,8
"94914",1,3,2,3,5,4,4,2,4,7
"94915",4,4,4,4,6,4,4,5,5,10
"94916",0,0,0,2,0,0,0,2,2,1
"94917",3,5,1,4,4,2,1,4,5,4
"94918",2,0,2,2,2,4,0,1,4,2
"94919",1,3,1,2,3,4,1,4,5,3
"94920",3,3,3,3,0,3,0,0,4,0
"94921",0,1,1,0,2,2,1,3,2,3
"94922",1,3,1,1,2,1,2,3,1,3
"94923",0,0,2,0,1,1,0,0,2,1
"94924",0,4,0,0,9,1,5,6,0,11
"94925",1,2,0,0,2,0,3,1,2,4
"94926",3,3,1,2,3,4,1,3,5,6
"94927",0,1,0,0,0,0,0,2,0,1
"94928",1,2,2,0,4,0,1,1,2,4
"94929",1,1,2,1,2,2,1,1,3,2
"94930",3,1,3,4,1,2,2,2,5,3
"94931",1,2,1,1,3,3,1,4,4,6
"94932",1,2,0,1,2,2,1,2,3,4
"94933",2,4,1,3,9,4,4,8,4,18
"94934",2,0,1,2,0,2,1,0,2,0
"94935",3,1,3,3,2,4,2,2,6,3
"94936",4,1,1,5,1,2,1,3,5,4
"94937",2,4,0,4,6,4,2,3,5,7
"94938",0,0,0,0,0,0,0,0,0,0
"94939",2,5,1,3,5,3,4,3,3,9
"94940",3,2,1,2,3,2,1,2,4,3
"94941",2,2,2,2,4,1,2,4,1,7
"94942",1,2,1,1,0,1,0,0,4,1
"94943",3,3,1,3,2,4,0,2,4,2
"94944",0,3,2,3,5,3,3,7,4,8
"94945",6,1,2,4,3,4,2,2,9,3
"94946",0,2,0,2,1,4,0,1,3,3
"94947",1,1,1,1,0,2,1,1,3,1
"94948",3,3,3,5,4,3,4,4,7,6
"94949",3,4,1,4,3,2,1,8,8,7
"94950",2,3,1,1,4,0,2,2,3,4
"94951",1,2,1,1,3,2,1,2,3,4
"94952",4,5,1,3,2,2,0,2,4,3
"94953",1,5,1,3,5,3,5,6,4,5
"94954",3,2,1,3,6,4,2,8,5,9
"94955",1,3,2,2,2,1,2,2,4,3
"94956",3,6,1,3,2,1,1,1,4,6
"94957",1,2,2,2,3,4,1,1,4,3
"94958",5,5,1,3,3,4,4,4,7,6
"94959",4,4,2,5,1,3,3,1,7,2
"94960",3,0,2,2,1,4,0,2,5,2
"94961",0,0,0,2,2,2,2,3,3,2
"94962",3,4,5,4,5,6,2,5,10,7
"94963",2,3,4,2,4,4,2,3,5,4
"94964",1,3,1,1,2,1,2,4,1,4
"94965",2,3,2,3,0,3,2,1,2,0
"94966",1,3,1,1,2,1,2,4,1,4
"94967",4,7,5,2,3,2,4,4,5,9
"94968",0,1,0,1,0,0,0,0,2,0
"94969",2,3,2,1,5,4,1,5,6,9
"94970",3,2,2,3,1,4,3,1,5,3
"94971",3,2,3,5,1,4,0,2,6,4
"94972",4,4,3,2,3,4,2,3,8,5
"94973",1,4,0,0,4,1,1,2,2,6
"94974",2,1,2,3,1,4,0,2,3,3
"94975",2,1,0,4,0,4,1,0,5,0
"94976",2,0,1,2,0,3,2,0,4,1
"94977",4,5,4,4,3,6,3,3,5,7
"94978",2,5,3,1,7,3,2,5,3,9
"94979",0,1,1,1,0,1,0,0,2,1
"94980",2,2,5,1,3,2,1,2,7,4
"94981",1,2,1,3,3,3,1,5,4,6
"94982",3,3,1,3,5,5,2,2,5,7
"94983",0,2,1,1,1,2,2,1,3,2
"94984",2,7,4,3,7,3,6,7,5,8
"94985",3,3,4,4,2,3,1,3,3,2
"94986",1,6,3,1,6,0,5,8,2,11
"94987",2,0,3,1,1,2,1,1,4,1
"94988",3,1,0,2,0,3,2,0,4,0
"94989",2,3,1,5,6,4,3,4,5,9
"94990",1,2,0,0,1,0,0,3,3,6
"94991",4,2,2,3,3,5,0,2,8,4
"94992",1,1,2,1,1,1,1,1,2,1
"94993",0,3,0,0,2,1,0,2,1,2
"94994",2,1,0,3,3,5,2,1,4,3
"94995",4,3,5,3,1,4,2,3,6,2
"94996",6,5,4,2,3,2,1,3,7,7
"94997",0,2,0,0,3,1,2,1,2,4
"94998",0,3,0,0,2,0,1,2,0,4
"94999",5,1,5,3,1,4,0,1,7,2
"95000",2,4,2,6,4,3,2,4,8,8
"95001",0,2,0,0,3,1,2,1,2,4
"95002",2,1,1,0,1,0,2,1,1,2
"95003",3,6,4,3,4,3,2,6,5,5
"95004",5,3,4,6,4,7,1,3,9,7
"95005",1,4,1,1,6,0,0,6,1,10
"95006",4,3,4,4,2,5,2,3,6,2
"95007",1,1,0,2,2,0,1,2,1,4
"95008",2,0,4,3,3,4,1,5,6,7
"95009",1,5,1,1,4,1,3,3,1,8
"95010",1,1,2,1,1,1,1,1,2,1
"95011",0,2,0,1,3,0,1,2,0,4
"95012",2,3,0,2,5,1,1,4,2,5
"95013",2,0,3,2,0,2,0,1,5,2
"95014",1,7,1,1,7,1,3,6,2,8
"95015",3,5,3,1,6,5,3,2,7,10
"95016",1,3,1,2,3,1,1,2,3,3
"95017",1,4,1,3,6,2,1,7,2,10
"95018",0,2,1,0,1,2,0,0,1,1
"95019",1,3,1,3,3,3,2,4,4,5
"95020",5,4,1,4,4,4,0,4,7,6
"95021",2,4,1,2,4,0,0,3,3,6
"95022",0,4,2,1,3,3,0,4,5,3
"95023",3,4,2,5,6,3,5,5,5,6
"95024",0,1,2,0,2,0,1,1,1,4
"95025",3,2,3,2,2,2,0,2,4,3
"95026",0,1,1,1,4,1,1,3,3,5
"95027",2,2,1,3,2,4,1,1,4,2
"95028",5,2,5,3,2,4,3,2,7,3
"95029",2,1,0,1,0,2,0,0,5,1
"95030",2,3,1,1,2,2,3,3,4,4
"95031",1,5,1,3,4,3,1,1,3,6
"95032",2,5,4,2,4,1,3,4,7,5
"95033",1,0,2,1,0,1,0,0,3,0
"95034",2,3,0,5,2,3,2,4,5,5
"95035",2,1,1,1,1,1,1,1,4,1
"95036",2,1,1,2,2,4,2,3,4,5
"95037",8,5,6,7,7,8,3,6,12,8
"95038",2,1,1,3,1,4,2,0,5,3
"95039",0,2,0,1,2,0,2,2,0,2
"95040",2,5,2,3,5,2,3,5,2,5
"95041",6,5,5,9,7,2,5,7,8,9
"95042",3,0,3,3,0,3,0,1,4,1
"95043",2,4,1,1,2,1,2,1,2,2
"95044",0,1,1,0,2,1,2,2,1,2
"95045",1,3,1,2,1,2,2,1,4,1
"95046",0,3,1,1,1,1,0,0,1,4
"95047",0,4,1,0,1,0,0,1,2,2
"95048",2,3,0,1,3,2,1,5,4,6
"95049",3,2,2,1,1,2,0,1,4,4
"95050",3,1,3,2,2,3,0,2,5,2
"95051",1,1,0,1,1,1,0,0,2,2
"95052",3,3,2,1,3,1,4,1,6,5
"95053",2,2,1,1,1,1,2,2,4,2
"95054",3,3,0,1,1,1,1,1,2,4
"95055",1,2,2,2,2,1,1,3,2,5
"95056",3,1,1,3,1,2,2,1,6,2
"95057",3,3,4,4,4,4,3,3,7,5
"95058",1,2,1,0,3,2,1,3,3,6
"95059",1,3,1,2,3,4,1,4,5,3
"95060",0,1,0,3,1,3,0,2,3,2
"95061",2,2,2,1,3,3,1,2,4,5
"95062",0,3,0,2,3,1,1,2,2,4
"95063",3,0,2,3,1,3,0,2,3,5
"95064",2,0,1,2,2,4,1,2,4,4
"95065",3,2,2,2,1,2,1,1,3,2
"95066",3,4,2,5,2,6,1,3,9,3
"95067",1,0,2,1,3,0,0,3,5,8
"95068",2,2,2,0,2,1,2,4,4,7
"95069",3,3,5,3,3,2,6,3,6,5
"95070",1,0,1,0,3,1,1,2,2,4
"95071",2,2,3,3,2,2,1,1,4,2
"95072",1,3,4,2,2,2,1,2,6,4
"95073",2,3,1,1,0,0,0,1,2,3
"95074",3,4,2,3,5,2,3,4,4,6
"95075",0,2,2,0,2,0,1,3,3,4
"95076",1,2,0,4,2,4,1,2,8,4
"95077",1,5,1,3,3,1,0,3,4,6
"95078",2,2,2,1,1,2,2,2,5,2
"95079",0,3,0,0,4,0,3,2,1,6
"95080",7,2,7,5,2,4,1,1,12,3
"95081",0,0,0,0,2,0,0,1,0,2
"95082",5,1,4,7,1,3,3,1,7,1
"95083",2,3,1,1,1,1,1,1,3,2
"95084",1,3,0,1,2,3,3,1,2,3
"95085",2,1,2,2,4,2,3,4,2,4
"95086",4,3,3,2,2,3,2,1,9,4
"95087",5,3,2,5,4,3,1,3,6,5
"95088",3,1,3,4,1,7,0,1,7,1
"95089",2,2,0,3,1,4,1,1,5,1
"95090",3,2,4,2,0,3,1,1,7,2
"95091",2,2,1,1,3,2,1,3,5,4
"95092",2,2,2,2,4,1,2,4,1,7
"95093",2,4,4,1,3,1,3,4,3,4
"95094",2,1,2,1,3,2,1,2,3,3
"95095",3,0,2,2,2,2,2,0,4,2
"95096",2,4,3,2,1,3,3,2,5,2
"95097",3,4,2,5,6,3,5,5,5,6
"95098",1,0,2,4,1,3,0,1,3,2
"95099",0,1,0,0,2,0,1,2,0,4
"95100",1,3,1,1,2,1,2,4,1,4
"95101",1,2,3,2,3,4,3,7,7,6
"95102",2,0,3,4,1,4,0,4,6,6
"95103",0,1,0,0,0,0,0,2,0,1
"95104",0,1,1,0,2,0,0,2,2,4
"95105",2,5,1,2,3,5,3,2,7,6
"95106",3,3,1,4,2,4,1,3,7,5
"95107",2,3,0,1,5,1,2,3,2,8
"95108",4,4,2,3,4,2,1,3,5,5
"95109",1,3,1,2,4,1,3,5,1,7
"95110",4,6,2,5,6,3,2,5,5,7
"95111",2,5,1,2,5,1,3,3,3,6
"95112",1,1,1,2,1,2,1,1,3,3
"95113",1,1,1,2,0,2,0,0,4,1
"95114",2,4,2,3,1,3,1,2,5,5
"95115",7,2,3,5,2,5,3,1,11,2
"95116",1,0,1,0,1,2,0,1,5,2
"95117",3,9,6,4,7,5,5,4,6,8
"95118",3,3,2,4,3,5,1,5,7,4
"95119",2,4,2,4,6,5,4,4,7,7
"95120",6,5,5,6,9,8,2,7,10,12
"95121",2,2,1,2,2,4,3,2,5,2
"95122",0,3,2,3,4,1,3,4,5,5
"95123",5,7,7,9,11,11,4,13,11,14
"95124",2,2,3,2,1,3,0,2,5,2
"95125",2,2,1,1,4,2,1,2,3,4
"95126",2,4,1,3,3,4,1,3,4,5
"95127",2,4,3,2,3,3,2,4,7,8
"95128",0,6,0,2,4,3,3,3,5,8
"95129",5,3,3,6,2,6,1,2,8,3
"95130",4,3,3,4,0,5,3,4,7,6
"95131",1,6,2,2,5,1,3,4,2,7
"95132",3,2,5,4,1,5,0,4,8,3
"95133",5,2,4,5,0,2,0,2,9,2
"95134",2,2,1,0,1,2,0,3,4,4
"95135",0,4,0,1,3,2,2,6,3,6
"95136",0,1,0,1,1,2,2,3,3,4
"95137",4,3,4,5,2,4,2,3,6,5
"95138",5,1,2,6,0,3,2,0,11,1
"95139",6,3,2,9,1,6,2,2,9,4
"95140",3,1,4,5,1,6,1,3,9,1
"95141",5,4,2,5,5,4,3,6,5,10
"95142",4,2,3,5,2,8,1,2,10,4
"95143",6,3,6,6,1,6,1,2,12,4
"95144",6,2,5,9,3,8,3,2,9,5
"95145",4,3,4,7,4,6,3,3,9,7
"95146",7,2,6,6,2,8,1,3,10,6
"95147",2,2,0,2,1,2,1,0,6,1
"95148",2,4,1,6,2,4,1,1,7,6
"95149",7,6,3,7,5,7,5,4,12,12
"95150",11,3,7,14,4,11,3,6,19,7
"95151",9,5,7,9,3,9,6,2,13,6
"95152",13,5,8,14,3,10,6,1,21,7
"95153",3,2,7,6,1,7,1,1,10,3
"95154",5,4,3,10,4,10,4,5,11,7
"95155",7,5,4,11,7,8,3,9,13,10
"95156",9,10,7,7,9,12,3,9,18,19
"95157",4,4,2,6,6,3,2,5,7,10
"95158",4,4,2,8,3,9,2,1,11,6
"95159",2,4,0,8,5,9,3,4,14,11
"95160",7,10,5,13,9,11,3,8,17,17
"95161",4,5,3,8,3,4,4,4,9,7
"95162",11,5,8,8,3,9,2,3,23,8
"95163",8,9,8,12,5,9,4,6,14,8
"95164",10,4,6,14,3,13,4,2,19,6
"95165",7,12,7,13,11,14,4,8,18,20
"95166",8,10,4,11,4,11,2,7,16,8
"95167",3,3,0,6,2,7,1,2,10,6
"95168",2,7,2,2,3,3,2,4,8,8
"95169",8,6,5,11,2,8,3,3,17,9
"95170",0,1,1,1,2,2,0,1,1,3
"95171",6,3,3,7,0,8,1,1,14,1
"95172",10,17,11,22,8,16,7,13,28,16
"95173",1,3,0,1,2,3,0,3,5,5
"95174",1,2,0,2,3,2,1,3,4,3
"95175",1,1,1,2,1,1,1,1,1,2
"95176",0,2,0,2,3,2,1,3,3,3
"95177",4,4,5,6,5,5,1,5,8,7
"95178",2,2,2,4,1,5,1,1,5,5
"95179",4,4,4,5,6,6,3,6,6,7
"95180",1,2,0,2,3,2,1,3,4,3
"95181",5,5,2,3,7,4,5,4,10,11
"95182",2,6,3,3,5,1,4,3,4,11
"95183",4,6,2,5,6,4,4,5,9,6
"95184",1,3,1,3,3,3,3,1,3,3
"95185",3,2,2,1,2,2,2,3,3,2
"95186",0,3,0,1,2,0,1,2,1,3
"95187",0,1,1,0,0,0,0,3,1,1
"95188",5,7,1,2,7,1,2,5,5,8
"95189",2,3,1,2,4,2,1,6,3,6
"95190",0,1,0,0,2,0,2,3,1,4
"95191",3,3,1,4,3,4,2,3,6,3
"95192",2,0,1,0,0,1,0,2,3,2
"95193",1,1,0,1,1,1,0,0,1,3
"95194",0,1,0,2,1,0,0,1,0,2
"95195",0,2,0,0,2,1,2,3,2,5
"95196",3,2,2,1,2,2,2,3,3,2
"95197",1,1,1,1,1,2,2,1,2,1
"95198",2,2,2,1,5,1,4,5,2,6
"95199",0,1,0,1,3,1,3,2,1,4
"95200",1,2,1,1,3,2,2,2,2,5
"95201",0,0,0,0,0,0,0,0,0,0
"95202",2,2,1,2,1,2,1,1,2,2
"95203",0,0,0,0,0,0,0,0,0,0
"95204",3,2,2,1,2,2,2,3,3,2
"95205",0,6,0,1,4,1,6,4,2,4
"95206",2,2,2,1,2,1,1,2,1,4
"95207",0,1,0,1,1,0,0,1,0,1
"95208",0,0,0,1,0,1,1,1,1,2
"95209",1,2,1,2,3,1,1,2,2,4
"95210",2,1,2,2,1,2,0,0,2,3
"95211",0,1,0,0,1,0,0,0,0,1
"95212",0,0,0,0,0,1,0,0,3,0
"95213",2,2,2,1,5,1,4,5,2,6
"95214",1,0,0,0,1,0,2,3,1,3
"95215",1,1,1,2,0,2,0,0,2,1
"95216",3,3,1,4,3,4,2,3,6,3
"95217",1,2,1,1,0,2,1,1,4,1
"95218",3,2,2,2,3,3,2,4,4,3
"95219",3,2,2,1,2,2,2,3,3,2
"95220",2,3,2,2,3,2,2,5,3,6
"95221",0,1,0,0,2,0,0,1,1,3
"95222",2,4,0,2,1,3,1,1,5,2
"95223",0,2,1,0,2,3,1,3,4,5
"95224",2,1,2,5,0,4,1,1,4,2
"95225",1,3,2,2,2,2,1,3,2,2
"95226",0,3,0,0,2,0,2,1,0,3
"95227",1,1,0,1,0,0,0,0,2,0
"95228",1,1,1,0,0,0,0,0,1,1
"95229",0,0,0,0,0,1,0,0,1,0
"95230",1,2,1,1,1,0,0,0,2,2
"95231",2,4,2,2,1,2,2,1,4,1
"95232",2,2,1,5,2,3,1,4,5,4
"95233",3,3,4,5,5,5,3,4,11,8
"95234",0,1,0,1,1,4,1,0,4,1
"95235",2,2,1,1,2,2,1,2,3,3
"95236",4,2,4,7,1,10,5,1,11,3
"95237",2,4,2,5,3,5,4,2,4,4
"95238",1,3,4,3,1,4,2,2,7,2
"95239",5,2,2,6,1,6,2,4,11,2
"95240",2,3,1,2,4,3,3,1,3,6
"95241",2,8,4,5,8,6,5,7,11,11
"95242",5,6,1,7,3,6,3,2,9,6
"95243",2,4,2,2,1,2,2,1,4,1
"95244",3,5,6,5,5,6,4,4,12,8
"95245",4,1,1,3,2,3,1,1,6,5
"95246",4,2,2,6,3,6,1,3,8,4
"95247",3,2,1,6,1,4,2,1,6,2
"95248",3,4,4,3,2,5,1,2,7,4
"95249",1,3,0,5,3,4,1,3,9,4
"95250",0,2,0,3,1,2,0,0,3,6
"95251",9,4,7,11,3,11,3,6,19,7
"95252",4,3,2,10,3,11,2,2,14,5
"95253",0,2,0,3,1,2,0,0,3,6
"95254",8,4,3,10,5,6,3,6,9,8
"95255",3,0,2,4,0,6,0,0,9,1
"95256",3,0,1,4,0,5,0,1,8,1
"95257",3,4,3,5,3,5,0,5,7,6
"95258",2,6,3,6,6,9,2,6,12,10
"95259",2,3,0,1,4,0,3,3,2,4
"95260",2,3,2,5,3,2,1,3,4,4
"95261",1,1,1,1,1,2,1,0,1,2
"95262",5,8,7,7,5,8,3,6,16,7
"95263",8,2,6,12,6,13,7,6,16,9
"95264",4,3,4,4,1,9,1,3,13,4
"95265",11,5,6,9,3,8,4,4,16,8
"95266",3,1,3,4,0,6,0,1,7,1
"95267",1,2,1,3,2,3,1,1,4,2
"95268",1,0,1,3,0,4,0,0,5,1
"95269",9,4,6,11,5,14,1,4,17,8
"95270",0,0,0,0,1,1,0,0,1,1
"95271",5,5,5,5,7,7,6,3,8,8
"95272",3,2,2,4,2,7,2,2,9,3
"95273",3,5,4,3,5,5,7,3,11,7
"95274",5,2,4,7,0,6,1,1,13,2
"95275",12,5,9,14,7,9,4,7,15,12
"95276",7,10,7,12,6,9,4,5,12,12
"95277",8,4,3,8,8,8,3,4,10,12
"95278",3,4,4,3,7,7,5,5,9,7
"95279",0,1,0,2,2,3,1,2,3,4
"95280",1,2,1,2,0,3,2,0,4,0
"95281",3,3,1,3,1,5,1,0,7,3
"95282",2,3,0,4,2,2,1,1,5,2
"95283",1,2,0,2,1,0,1,2,5,3
"95284",2,0,1,2,1,2,0,1,3,1
"95285",3,3,5,3,1,7,2,1,6,1
"95286",5,4,4,7,3,4,3,3,7,3
"95287",7,6,6,8,4,8,4,4,10,4
"95288",0,0,1,1,2,3,0,2,4,3
"95289",3,0,2,4,1,5,1,1,6,2
"95290",4,4,2,7,2,4,1,3,8,5
"95291",7,9,7,12,6,12,4,4,20,7
"95292",10,7,7,14,8,9,4,4,17,11
"95293",17,10,7,21,6,12,9,5,29,17
"95294",8,7,11,11,6,16,6,9,22,11
"95295",8,4,2,9,1,5,3,3,13,4
"95296",0,2,0,1,4,0,1,5,0,7
"95297",5,3,1,5,5,3,2,6,10,10
"95298",8,7,2,10,5,6,1,3,16,6
"95299",6,8,3,7,5,6,5,6,12,11
"95300",5,8,5,12,5,8,4,7,18,11
"95301",7,8,10,13,1,9,3,3,20,4
"95302",8,6,2,9,8,6,3,9,12,15
"95303",4,3,2,6,4,4,2,6,7,11
"95304",5,5,2,7,1,5,2,2,11,2
"95305",10,4,7,10,3,6,5,3,15,5
"95306",12,6,8,10,6,8,4,8,17,8
"95307",10,8,6,11,2,10,3,3,18,6
"95308",4,6,2,8,2,4,1,4,9,5
"95309",6,5,3,7,4,4,2,2,8,6
"95310",5,6,2,8,4,5,2,7,10,6
"95311",3,4,3,8,3,8,1,3,13,7
"95312",2,2,1,3,2,3,2,2,6,6
"95313",0,0,0,0,1,1,0,1,1,2
"95314",2,4,1,4,3,1,1,3,4,6
"95315",4,2,4,4,2,3,3,1,8,2
"95316",2,2,1,3,2,3,2,2,6,6
"95317",6,5,4,7,11,8,2,7,7,14
"95318",1,3,1,1,0,1,0,2,4,4
"95319",1,2,0,3,4,3,1,3,3,5
"95320",10,6,6,7,11,6,8,8,11,11
"95321",1,3,0,3,1,1,0,3,4,5
"95322",2,5,2,4,3,5,5,5,8,8
"95323",2,4,2,4,4,1,3,2,4,5
"95324",3,1,0,4,1,2,0,3,7,3
"95325",3,0,1,3,0,3,0,0,7,0
"95326",1,1,1,1,2,3,1,3,3,2
"95327",1,2,1,2,2,1,0,2,2,3
"95328",1,1,0,1,1,2,0,2,2,4
"95329",1,1,0,1,1,2,0,2,2,4
"95330",2,7,2,2,9,5,4,8,3,13
"95331",0,7,0,1,7,2,0,5,1,9
"95332",1,3,0,2,4,1,5,3,2,7
